,Unnamed: 0,doi,predicateLabel,paper_title,contribution,research_field_label,unpaywall_abstract
5338,5338,10.1108/02635570210421354,"research problem, Types of literature reviews, Country zone, Publication type, Foci",Enterprise resource planning (ERP) systems: a research agenda,http://orkg.org/orkg/resource/R29162,Science,"The continuing development of enterprise resource planning (ERP) systems has been considered by many researchers and practitioners as one of the major IT innovations in this decade. ERP solutions seek to integrate and streamline business processes and their associated information and work flows. What makes this technology more appealing to organizations is increasing capability to integrate with the most advanced electronic and mobile commerce technologies. However, as is the case with any new IT field, research in the ERP area is still lacking and the gap in the ERP literature is huge. Attempts to fill this gap by proposing a novel taxonomy for ERP research. Also presents the current status with some major themes of ERP research relating to ERP adoption, technical aspects of ERP and ERP in IS curricula. The discussion presented on these issues should be of value to researchers and practitioners. Future research work will continue to survey other major areas presented in the taxonomy framework."
5339,5339,10.1108/03684921011043198,Types of riks,A review of enterprise risk management in supply chain,http://orkg.org/orkg/resource/R219622,"Operations Research, Systems Engineering and Industrial Engineering","<jats:sec><jats:title content-type=""abstract-heading"">Purpose</jats:title>The purpose of this paper is to review published approaches to supply chain risk management, to include identification and classification of types of risks, cases, and models. Specific aspects of risk in supply chains involving China are also addressed.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Design/methodology/approach</jats:title>Literature review provides sources which are synthesized.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Findings</jats:title>A generic framework is identified, then categorizations of supply chain risks are compared. Cases and models applied to the study of supply chain risk are reviewed briefly. A review of Chinese risk in the supply chain context is provided.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Originality/value</jats:title>This review includes many current studies, and is a source of useful references for those examining supply chain risk.</jats:sec>"
5341,5341,10.1108/09513550010350300,"has character traits , research problem",Changing competences of public managers: tensions in commitment,http://orkg.org/orkg/resource/R149794,Urban Studies and Planning,"The literature on managerial competences has not sufficiently addressed the value contents of competences and the generic features of public managers. This article presents a model of five competence areas: task competence, professional competence in substantive policy field, professional competence in administration, political competence and ethical competence. Each competence area includes both value and instrumental competences. Relatively permanent value competences are understood as commitments. The assumptions of new public management question not only the instrumental competences but also the commitments of traditional public service. The efficacy of human resource development is limited in learning new commitments. Apart from structural reforms that speed up the process, the friction in the change of commitments is seen as slow cultural change in many public organisations. This is expressed by transitional tensions in task commitment, professional commitment, political commitment, and ethical commitment of public managers."
5342,5342,10.1108/09574090410700275,"Supply chain risks management process, Types of riks",Building the Resilient Supply Chain,http://orkg.org/orkg/resource/R219648,"Operations Research, Systems Engineering and Industrial Engineering","In today's uncertain and turbulent markets, supply chain vulnerability has become an issue of significance for many companies. As supply chains become more complex as a result of global sourcing and the continued trend to “leaning‐down”, supply chain risk increases. The challenge to business today is to manage and mitigate that risk through creating more resilient supply chains."
5343,5343,10.1108/09593840410522152,"Period, Types of literature Publication reviews type, research problem, Country zone",Deconstructing information packages: organizational and behavioural implications of ERP systems,http://orkg.org/orkg/resource/R29305,Science,"Argues that the organizational involvement of large scale information technology packages, such as those known as enterprise resource planning (ERP), has important implications that go far beyond the acknowledged effects of keeping the organizational operations accountable and integrated across functions and production sites. Claims that ERP packages are predicated on an understanding of human agency as a procedural affair and of organizations as an extended series of functional or cross‐functional transactions. Accordingly, the massive introduction of ERP packages to organizations is bound to have serious implications that precisely recount the procedural forms by which such packages instrument organizational operations and fashion organizational roles. The conception of human agency and organizational operations in procedural terms may seem reasonable yet it recounts a very specific and, in a sense, limited understanding of humans and organizations. The distinctive status of framing human agency and organizations in procedural terms becomes evident in its juxtaposition with other forms of human action like improvisation, exploration or playing. These latter forms of human involvement stand out against the serial fragmentation underlying procedural action. They imply acting on the world on loose premises that trade off a variety of forms of knowledge and courses of action in attempts to explore and discover alternative ways of coping with reality."
5344,5344,10.1108/09600030110394923,"Critical success factors, research problem, SCM field",Critical success factors in agile supply chain management ‐ An empirical study,http://orkg.org/orkg/resource/R33164,Science,"This paper analyses results from a survey of 962 Australian manufacturing companies in order to identify some of the factors critical for successful agile organizations in managing their supply chains. Analysis of the survey results provided some interesting insights into factors differentiating “more agile” organizations from “less agile” organizations. “More agile” companies from this study can be characterized as more customer focused, and applying a combination of “soft” and “hard” methodologies in order to meet changing customer requirements. They also see the involvement of suppliers in this process as being crucial to their ability to attain high levels of customer satisfaction. The “less agile” group, on the other hand, can be characterized as more internally focused with a bias toward internal operational outcomes. They saw no link between any of the independent variables and innovation, and appear to see technology as more closely linked to the promotion of these operational outcomes than to customer satisfaction. The role of suppliers for this group is to support productivity and process improvement rather than to promote customer satisfaction."
5345,5345,10.1108/09600030310503352,"SCM field, Critical success factors, research problem",The successful management of a small logistics company,http://orkg.org/orkg/resource/R33172,Science,"In this paper, a case study conducted on a small third‐party logistics (3PL) company in Hong Kong is presented. This company is interesting in that it has been designated as the “king” of Hong Kong's 3PL (in‐bound) logistics companies. The company has been successful in its overall business performance and in satisfying customers. This company's strategic alliances with both clients and customers have helped to improve the utilization of its resources, such as warehouse space and transportation fleets. Also, the company is in the process of expanding its operations across greater China, with the objective of becoming a full‐pledged 3PL company. The analysis of this case focuses on the critical success factors (strategies and technologies) that have allowed a small company started only in 1996 to become so successful in its operations. Also, a framework has been provided for the company to develop its logistics operations as a full‐pledged 3PL company."
5346,5346,10.1108/09600030410545427,Types of riks,Supply chain logistics risks: From the back room to the board room,http://orkg.org/orkg/resource/R219651,"Operations Research, Systems Engineering and Industrial Engineering","Risks and uncertainties are ever more noted and factored into decision making today, and those stemming from supply chains are prominent in the competitiveness and viability of companies and organizations. The idea that every supply chain is made up of five internal chain/network constructs is presented, and these are physical, financial, informational, relational, and innovational. Further, four categorizations of relevant product/supply costs are presented as are four types of supply risks."
5347,5347,10.1108/09600030710763396,"Fleet composition, research problem, Topology, Inventory, Fleet size, Demand, outing, approach","The storage constrained, inbound inventory routing problem",http://orkg.org/orkg/resource/R26337,Science,"<jats:sec><jats:title content-type=""abstract-heading"">Purpose</jats:title>This paper aims to describe the storage constrained, inbound inventory routeing problem and presents bounds and heuristics for solutions to this problem. It also seeks to analyze various characteristics of this problem by comparing the solutions generated by the two proposed heuristics with each other and with the lower bound solutions.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Design/methodology/approach</jats:title>The proposed heuristics use a sequential decomposition strategy for generating solutions for this problem. These heuristics are evaluated on a set of problem instances which are based on an actual application in the automotive manufacturing industry.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Findings</jats:title>The storage space clearly has a significant effect on both the routeing and inventory decisions, and there are complex and interesting interactions between the problem factors and performance measures.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Practical implications</jats:title>Facility design decisions for the storage of inbound materials should carefully consider the impact of storage space on transportation and logistics costs.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Originality/value</jats:title>This problem occurs in a number of different industrial applications while most of the existing literature addresses outbound distribution. Other papers that address similar problems do not consider all of the practical constraints in the problem or do not adequately benchmark and analyze their proposed solutions.</jats:sec>"
5348,5348,10.1108/09600030810866986,"Types of riks, Supply chain risks management process",Global supply chain risk management strategies,http://orkg.org/orkg/resource/R219635,"Operations Research, Systems Engineering and Industrial Engineering","<jats:sec><jats:title content-type=""abstract-heading"">Purpose</jats:title>Global supply chains are more risky than domestic supply chains due to numerous links interconnecting a wide network of firms. These links are prone to disruptions, bankruptcies, breakdowns, macroeconomic and political changes, and disasters leading to higher risks and making risk management difficult. The purpose of this paper is to explore the phenomenon of risk management and risk management strategies in global supply chains.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Design/methodology/approach</jats:title>This paper is based on an extensive literature review and a qualitative study comprising 14 in‐depth interviews and a focus group meeting with senior supply chain executives.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Findings</jats:title>The study provides insights into the applicability of six risk management strategies with respect to environmental conditions and the role of three moderators.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Research limitations/implications</jats:title>The model is developed in a global manufacturing supply chain context. It should be tested in other contexts and with other methods to provide generalizability. The study takes a much needed step toward building a theory of risk management in global supply chains, which opens important future research directions.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Practical implications</jats:title>This research provides direction to managers for choosing risk management strategies based on the global supply chain environment. Moderators have practical implications for global supply chain managers.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Originality/value</jats:title>The paper addresses an identified gap in the literature for selecting risk management strategies in global supply chains. It employs grounded theory, a methodology appropriate for theory‐building, to explore a phenomenon with an inadequate theoretical base.</jats:sec>"
5349,5349,10.1108/09600030910985811,"Critical success factors, research problem, SCM field",Critical success factors in the context of humanitarian aid supply chains,http://orkg.org/orkg/resource/R33329,Science,"<jats:sec><jats:title content-type=""abstract-heading"">Purpose</jats:title>Critical success factors (CSFs) have been widely used in the context of commercial supply chains. However, in the context of humanitarian aid (HA) this is a poorly addressed area and this paper therefore aims to set out the key areas for research.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Design/methodology/approach</jats:title>This paper is based on a conceptual discussion of CSFs as applied to the HA sector. A detailed literature review is undertaken to identify CSFs in a commercial context and to consider their applicability to the HA sector.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Findings</jats:title>CSFs have not previously been identified for the HA sector, an issue addressed in this paper.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Research limitations/implications</jats:title>The main constraint on this paper is that CSFs have not been previously considered in the literature as applied to HA. The relevance of CSFs will therefore need to be tested in the HA environment and qualitative research is needed to inform further work.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Practical implications</jats:title>This paper informs the HA community of key areas of activity which have not been fully addressed and offers.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Originality/value</jats:title>This paper contributes to the understanding of supply chain management in an HA context.</jats:sec>"
5350,5350,10.1108/09600031111118549,Types of riks,The impacts of product design changes on supply chain risk: a case study,http://orkg.org/orkg/resource/R219617,"Operations Research, Systems Engineering and Industrial Engineering","<jats:sec><jats:title content-type=""abstract-heading"">Purpose</jats:title>The main purpose of this paper is to address the impact of product design changes on supply chain risk, and to identify the supply chain risk dimensions in the Chinese special‐purpose vehicle (SPV) industry in the context of product design change.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Design/methodology/approach</jats:title>Case study methodology is adopted to describe the current situation of supply chain risk management in the Chinese SPV industry. Data are mainly collected from in‐depth semi‐structured interviews, and a cause‐effect diagram is used to identify and summarize the internal and external risk dimensions of supply chain risk.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Findings</jats:title>This paper identifies both the internal and external supply chain risk from the perspective of the focal manufacturer in the SPV supply chain. At the level of the external supply chain, customer‐required design change normally leads to risk in supply, delivery, and policy. Internally for the manufacturer, the risk dimensions are R&amp;D, production, planning, information, and organization. All of these risk dimensions have their respective causes.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Research limitations/implications</jats:title>The risk identification of product design change in this paper is only meant to lay a foundation; further case studies should focus on the best practices and approaches of risk management and extend them to other industries.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Practical implications</jats:title>The current identification of the risk dimensions and their respective causes will help both practitioners and researchers to better understand supply chain risk in the context of product design change. The identified risk dimensions and cause‐effect diagram provide practitioners with a risk framework and useful tools to recognize and identify their potential supply chain risks.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Originality/value</jats:title>This paper shows the “big picture” of supply chain risk from product design changes in the Chinese SPV industry.</jats:sec>"
5351,5351,10.1108/09600039510093249,"Critical success factors, SCM field, research problem",The integrated logistics management system: a framework and case study,http://orkg.org/orkg/resource/R33103,Science,"Presents a framework for distribution companies to establish and
improve their logistics systems continuously. Recently, much attention
has been given to automation in services, the use of new information
technology and the integration of the supply chain. Discusses these
areas, which have great potential to increase logistics productivity and
provide customers with high level service. The exploration of each area
is enriched with Taiwanese logistics management practices and
experiences. Includes a case study of one prominent food processor and
retailer in Taiwan in order to demonstrate the pragmatic operations of
the integrated logistics management system. Also, a survey of 45
Taiwanese retailers was conducted to investigate the extent of logistics
management in Taiwan. Concludes by suggesting how distribution companies
can overcome noticeable logistics management barriers, build store
automation systems, and follow the key steps to logistics success."
5352,5352,10.1108/09600039610115045,"research problem, Critical success factors, SCM field",The elements of a successful logistics partnership,http://orkg.org/orkg/resource/R33119,Science,"Describes the elements of a successful logistics partnership. Looks at what can cause failure and questions whether the benefits of a logistics partnership are worth the effort required. Concludes that strategic alliances are increasingly becoming a matter of survival, not merely a matter of competitive advantage. Refers to the example of the long‐term relationship between Kimberly‐Clark Corporation and Interamerican group’s Tricor Warehousing, Inc."
5353,5353,10.1108/09600039810221667,"Critical success factors, SCM field, research problem",Outsourcing of logistics functions: a literature survey,http://orkg.org/orkg/resource/R33128,Science,"Recent times have witnessed a heightened global interest in outsourcing of logistics functions. This is indicated by the volume of writings on the subject in various scholarly journals, trade publications and popular magazines. However, efforts to organize them in an integrated body of knowledge appear to be very limited. Keeping this in view, this paper makes an attempt to develop a comprehensive literature on outsourcing based on more than 100 published articles, papers and books on the subject."
5354,5354,10.1108/13555850810844896,"SCM field, Critical success factors, research problem",Supply chain management in SMEs: development of constructs and propositions,http://orkg.org/orkg/resource/R33306,Science,"<jats:sec><jats:title content-type=""abstract-heading"">Purpose</jats:title>The purpose of this paper is to review the literature on supply chain management (SCM) practices in small and medium scale enterprises (SMEs) and outlines the key insights.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Design/methodology/approach</jats:title>The paper describes a literature‐based research that has sought understand the issues of SCM for SMEs. The methodology is based on critical review of 77 research papers from high‐quality, international refereed journals. Mainly, issues are explored under three categories – supply chain integration, strategy and planning and implementation. This has supported the development of key constructs and propositions.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Findings</jats:title>The research outcomes are three fold. Firstly, paper summarizes the reported literature and classifies it based on their nature of work and contributions. Second, paper demonstrates the overall approach towards the development of constructs, research questions, and investigative questions leading to key proposition for the further research. Lastly, paper outlines the key findings and insights gained.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Practical implications</jats:title>Survival of SMEs will be determined first and foremost by their ability to provide/produce more, at less cost, in less time, with few “defects”. The key to this is effective SCM. The issue is much explored in the context of large enterprises but less attention is paid to SMEs. Paper aims to surface out some facts for the same. <jats:bold>Originality/value</jats:bold> The paper reports‐classifies the literature and development of construct and propositions.</jats:sec>"
5355,5355,10.1108/13598540510589197,"SCM field, research problem, Critical success factors",Successful use of e‐procurement in supply chains,http://orkg.org/orkg/resource/R33224,Science,"<jats:sec><jats:title content-type=""abstract-heading"">Purpose</jats:title>Electronic support of internal supply chains for direct or production goods has been a major element during the implementation of enterprise resource planning (ERP) systems that has taken place since the late 1980s. However, supply chains to indirect material suppliers were not usually included due to low transaction volumes, low product values and low strategic importance of these goods. Dedicated information systems for streamlining indirect goods supply chains have emerged since the late 1990s and subsequently have faced a broad diffusion in practice. The concept of these e‐procurement solutions has also been described broadly in the literature. However, studies on how companies use these e‐procurement solutions and what factors are critical to their implementation are only emerging. This research aims to explore the introduction of e‐procurement systems and their contribution to the management of indirect goods supply chain.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Design/methodology/approach</jats:title>Chooses a two‐part qualitative approach. First, summarizes the results of a benchmarking study that was conducted by a consortium of 12 multinational companies. During the benchmarking process 120 questionnaires were distributed, ten phone‐based interviews were conducted, and finally five successful practice companies were selected and analyzed in detail. Second, draws together the success factors identified in the benchmarking study and maps them against the successful practice companies.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Findings</jats:title>Although e‐procurement has substantially streamlined the procurement and coordination processes for indirect goods, many companies operate multiple e‐procurement solutions. For integrated procurement solutions, the paper recognizes the need of an overall procurement strategy and organization, an alignment of various e‐procurement solutions along the procurement process and the need for integrated system architectures. Companies also have to realize that a no standardized e‐procurement solutions exists and that important success factors are “non‐technical” in nature.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Originality/value</jats:title>This paper presents a first step towards a systematic analysis of factors that may guide companies in the implementation of e‐procurement solutions. Besides providing a direct contribution to the project work in companies it may stimulate further research in e‐procurement success factors.</jats:sec>"
5356,5356,10.1108/13598540510612695,"research problem, Critical success factors, SCM field",Supply chain software implementations: getting it right,http://orkg.org/orkg/resource/R33238,Science,"<jats:sec><jats:title content-type=""abstract-heading"">Purpose</jats:title>To highlight key success factors in supply chain projects.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Design/methodology/approach</jats:title>The paper presents insights from a number of supply chain projects in which IT has played an important part in the business solution.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Findings</jats:title>Successful supply chain projects have four things in common: the right leadership, the right focus, the right approach and effective communication of KPIs to all stakeholders engaged in the project.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Research limitations/implications</jats:title>The focus of the paper is on supply chain projects with a significant IT component, but the key success factors identified are common to the majority of supply chain projects.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Practical implications</jats:title>Companies must not assume that investment in IT is, by itself, a solution to their supply chain solutions. A lack of leadership, focus and communication will invariably result in sub‐optimal outcomes which are all too frequently attributed to the complex nature of the project or the inflexibility of the software when in most cases the problems are internal to the businesses involved and the project management process.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Originality/value</jats:title>This paper provides practical tips for improving the likelihood of getting the most out of IT‐based supply chain projects.</jats:sec>"
5357,5357,10.1108/13598540610652573,"Critical success factors, research problem, SCM field",Assessing supply chain management success factors: a case study,http://orkg.org/orkg/resource/R33246,Science,"<jats:sec><jats:title content-type=""abstract-heading"">Purpose</jats:title>The purpose of this study is to examine important operational issues related to strategic success factors that are necessary when implementing SCM plans in an organization.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Design/methodology/approach</jats:title>A questionnaire was distributed to top and middle management within a large manufacturing firm, specializing in producing consumer and building products, to examine the importance and the extent to which the selected manufacturing company practiced the strategies based on these identified operational issues.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Findings</jats:title>Reducing cost of operations, improving inventory, lead times and customer satisfaction, increasing flexibility and cross‐functional communication, and remaining competitive appear to be the most important objectives to implement SCM strategies. The responses by the survey respondents indicate that not enough resources were allocated to implement and support SCM initiatives in their divisions. In addition, they perceived that resource allocation could be improved in the areas of better information systems, greater commitment, setting clear‐cut goals, increased training, more personnel, and aligning SCM initiatives with current priorities and resource commitments.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Practical implications</jats:title>The results will help to provide greater understanding of strategic and operational issues that support SCM framework and implementing SCM strategies to reduce supply chain‐wide costs and meeting customer service levels.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Originality/value</jats:title>The results will be useful for business managers to understand and implement SCM plans in terms of their importance and the company's culture.</jats:sec>"
5359,5359,10.1108/13598541111171165,"Types of riks, Supply chain risks management process",Assessing and managing risks using the Supply Chain Risk Management Process (SCRMP),http://orkg.org/orkg/resource/R219611,"Operations Research, Systems Engineering and Industrial Engineering","<jats:sec><jats:title content-type=""abstract-heading"">Purpose</jats:title>The purpose of this paper is to propose a comprehensive and coherent approach for managing risks in supply chains.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Design/methodology/approach</jats:title>Building on Tummala<jats:italic>et al.</jats:italic>'s Risk Management Process (RMP), this paper develops a structured and ready‐to‐use approach for managers to assess and manage risks in supply chains.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Findings</jats:title>Supply chain risks can be managed more effectively when applying the Supply Chain Risk Management Process (SCRMP). The structured approach can be divided into the phases of risk identification, risk measurement and risk assessment; risk evaluation, and risk mitigation and contingency plans; and risk control and monitoring via data management systems. Specific techniques for conducting this process are suggested.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Originality/value</jats:title>While supply chain risk management is an emerging and important topic in our dynamic and interconnected world, conceptual frameworks providing a clear meaning and normative guidance are scarce (Manuj and Mentzer, 2008). This paper presents such a framework, offering structure and decision support for managers.</jats:sec>"
5360,5360,10.1108/13598549910279567,"research problem, Critical success factors, SCM field",Success factors in the fresh produce supply chain: insights from the UK,http://orkg.org/orkg/resource/R33137,Science,"Presents recent evidence of supply chain developments in the UK fresh produce industry, based on interviews with chief executives from some of the country’s most successful suppliers. A number of success factors were evident, to varying degrees, in all of the companies interviewed. These included: continuous investment (despite increasingly tight margins), good staff (to drive the process of innovation and develop good trading relationships with key customers), volume growth (to fund the necessary investments and provide a degree of confidence in the future), improvement of measurement and control of costs (in the pursuit of further gains in efficiency), and innovation (not just the product offer but also the level of service and the way of doing business with key customers)."
5363,5363,10.1108/13683041111113231,"SCM field, research problem, Critical success factors",Determination of the success factors in supply chain networks: a Hong Kong‐based manufacturer's perspective,http://orkg.org/orkg/resource/R33427,Science,"<jats:sec><jats:title content-type=""abstract-heading"">Purpose</jats:title><jats:italic>The purpose of the paper is to investigate the factors that affect the decision‐making process of Hong Kong‐based manufacturers when they select a third‐party logistics (3PL) service provider and how 3PL service providers manage to retain customer loyalty in times of financial turbulence.</jats:italic></jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Design/methodology/approach</jats:title><jats:italic>The paper presents a survey‐based study targeting Hong Kong‐based manufacturers currently using 3PL companies. It investigates the relationship between the reasons for using 3PL services and the requirements for selecting a provider, and examines the relationship between customer satisfaction and loyalty. In addition, the relationships among various dimensions – in small to medium‐sized enterprises (SMEs), large enterprises and companies – of contracts of various lengths are investigated.</jats:italic></jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Findings</jats:title><jats:italic>In general, the reasons for using 3PL services and the requirements for selecting 3PL service providers are positive‐related. The dimension of “reputation” of satisfaction influences “primary customer loyalty” positively.</jats:italic></jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Practical implications</jats:title><jats:italic>Constructive suggestions are provided to help 3PL service providers allocate their limited resources to business areas that help them to meet the demands of their target customers, increase the number of customers, and improve customer loyalty.</jats:italic></jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Originality/value</jats:title><jats:italic>The paper is an attempt to help 3PL service providers find ways to survive in a climate of financial crisis.</jats:italic></jats:sec>"
5364,5364,10.1108/14635771311318117,"research problem, Critical success factors, SCM field",Evaluating the critical success factors of supplier development: a case study,http://orkg.org/orkg/resource/R33522,Science,"<jats:sec><jats:title content-type=""abstract-heading"">Purpose</jats:title>The purpose of this paper is to identify and evaluate the critical success factors (CSFs) responsible for supplier development (SD) in a manufacturing supply chain environment.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Design/methodology/approach</jats:title>In total, 13 CSFs for SD are identified (i.e. long‐term strategic goal; top management commitment; incentives; supplier's supplier condition; proximity to manufacturing base; supplier certification; innovation capability; information sharing; environmental readiness; external environment; project completion experience; supplier status and direct involvement) through extensive literature review and discussion held with managers/engineers in different Indian manufacturing companies. A fuzzy analytic hierarchy process (FAHP) is proposed and developed to evaluate the degree of impact of each CSF on SD.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Findings</jats:title>The degree of impact for each CSF on SD is established for an Indian company. The results are discussed in detail with managerial implications. The long‐term strategic goal is found to be the most significant CSF for successful SD implementation.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Research limitations/implications</jats:title>This study has not been statistically validated in a manufacturing supply chain environment for complete acceptability.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Practical implications</jats:title>The simplicity and clarity of the proposed approach enhances its acceptability for evaluating CSFs in manufacturing supply chain environment. It also provides the direction for optimally allocating the efforts and resources for successful implementation of SD in short duration.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Originality/value</jats:title>Although both CSFs and SD have been widely researched, but no study has been reported in the literature to prioritize and rank the CSFs of SD in an Indian manufacturing environment. The paper contributes to research in the supply chain management area in general and SD in particular for manufacturing environment. The proposed approach has the ability to capture the judgment of multiple experts to prioritize and rank CSFs for SD.</jats:sec>"
5365,5365,10.1108/14637150110392782,"Publication type, research problem, Period, Country zone, Types of literature reviews",Critical factors for successful implementation of enterprise systems,http://orkg.org/orkg/resource/R29192,Science,"Enterprise resource planning (ERP) systems have emerged as the core of successful information management and the enterprise backbone of organizations. The difficulties of ERP implementations have been widely cited in the literature but research on the critical factors for initial and ongoing ERP implementation success is rare and fragmented. Through a comprehensive review of the literature, 11 factors were found to be critical to ERP implementation success – ERP teamwork and composition; change management program and culture; top management support; business plan and vision; business process reengineering with minimum customization; project management; monitoring and evaluation of performance; effective communication; software development, testing and troubleshooting; project champion; appropriate business and IT legacy systems. The classification of these factors into the respective phases (chartering, project, shakedown, onward and upward) in Markus and Tanis’ ERP life cycle model is presented and the importance of each factor is discussed."
5366,5366,10.1108/14637150110406768,"Country zone, Foci, Types of literature reviews, Publication type, research problem",Planning for ERP systems: analysis and future trend,http://orkg.org/orkg/resource/R29160,Science,"The successful implementation of various enterprise resource planning (ERP) systems has provoked considerable interest over the last few years. Management has recently been enticed to look toward these new information technologies and philosophies of manufacturing for the key to survival or competitive edges. Although there is no shortage of glowing reports on the success of ERP installations, many companies have tossed millions of dollars in this direction with little to show for it. Since many of the ERP failures today can be attributed to inadequate planning prior to installation, we choose to analyze several critical planning issues including needs assessment and choosing a right ERP system, matching business process with the ERP system, understanding the organizational requirements, and economic and strategic justification. In addition, this study also identifies new windows of opportunity as well as challenges facing companies today as enterprise systems continue to evolve and expand."
5368,5368,10.1108/14637150510591138,"Period, Country zone, Types of literature Publication reviews type, research problem",Developing a cultural perspective on ERP,http://orkg.org/orkg/resource/R29307,Science,"<jats:sec><jats:title content-type=""abstract-heading"">Purpose</jats:title>To develop an analytical framework through which the organizational cultural dimension of enterprise resource planning (ERP) implementations can be analyzed.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Design/methodology/approach</jats:title>This paper is primarily based on a review of the literature.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Findings</jats:title>ERP is an enterprise system that offers, to a certain extent, standard business solutions. This standardization is reinforced by two processes: ERP systems are generally implemented by intermediary IT organizations, mediating between the development of ERP‐standard software packages and specific business domains of application; and ERP systems integrate complex networks of production divisions, suppliers and customers.</jats:sec><jats:sec><jats:title content-type=""abstract-heading"">Originality/value</jats:title>In this paper, ERP itself is presented as problematic, laying heavy burdens on organizations – ERP is a demanding technology. While in some cases recognizing the mutual shaping of technology and organization, research into ERP mainly addresses the economic‐technological rationality of ERP (i.e. matters of effectiveness and efficiency). We want to supplement and complement this perspective with a cultural approach. How do individuals in organizations define and experience ERP‐standards? How and to what extent are management and working positions redefined in the process of developing and implementing ERP? In the paper, we highlight three perspectives from which ERP systems can be experienced, defined and analyzed. These perspectives are specified as the “constitution” of ERP, ERP as a “condition” of organizations, and the (unintended) “consequences” of ERP.</jats:sec>"
